class,artist,album,track,track number,file_path
classical,gonzalo_x_ruiz,imported_from_italy,andante_k_238_two_sonatas,16,classical/gonzalo_x_ruiz/imported_from_italy/16-andante_(k._238)_two_sonatas.wav
classical,gonzalo_x_ruiz,imported_from_italy,largo_sonata_for_violoncello,9,classical/gonzalo_x_ruiz/imported_from_italy/9-largo_sonata_for_violoncello.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_c_major_allemande_l,16,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/16-suite_in_c_major_-_allemande_l.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_c_major_gigue_la_ve,21,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/21-suite_in_c_major_-_gigue_la_ve.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_d_minor_gigue_la_ma,6,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/6-suite_in_d_minor_-_gigue_la_ma.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_f_major_allemande,26,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/26-suite_in_f_major_-_allemande.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_f_major_sarabande,28,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/28-suite_in_f_major_-_sarabande.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_g_major_gigue,14,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/14-suite_in_g_major_-_gigue.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_g_major_sarabande_j,11,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/11-suite_in_g_major_-_sarabande_j.wav
classical,hanneke_van_proosdij,harpsichord_suites_of_chambonn,suite_in_g_minor_sarabande,24,classical/hanneke_van_proosdij/harpsichord_suites_of_chambonn/24-suite_in_g_minor_-_sarabande.wav
classical,jacob_heringman,art_of_the_lute_player,christe,11,classical/jacob_heringman/the_art_of_the_lute_player/11-christe.wav
classical,jacob_heringman,art_of_the_lute_player,fantasia_no_12,8,classical/jacob_heringman/the_art_of_the_lute_player/8-fantasia_(no._12).wav
classical,jacob_heringman,art_of_the_lute_player,fantasia_que_contrahaze_la_har,26,classical/jacob_heringman/the_art_of_the_lute_player/26-fantasia_que_contrahaze_la_har.wav
classical,jacob_heringman,art_of_the_lute_player,mille_regretz,12,classical/jacob_heringman/the_art_of_the_lute_player/12-mille_regretz.wav
classical,jacob_heringman,art_of_the_lute_player,pavana_no_6,6,classical/jacob_heringman/the_art_of_the_lute_player/6-pavana_(no._6).wav
classical,jacob_heringman,art_of_the_lute_player,polish_dance,3,classical/jacob_heringman/the_art_of_the_lute_player/3-polish_dance.wav
classical,jacob_heringman,art_of_the_lute_player,tiento_del_segundo_tono,24,classical/jacob_heringman/the_art_of_the_lute_player/24-tiento_[del_segundo_tono].wav
classical,jacob_heringman,black_cow,bakfark_erravi_sicut_ovis_prima_pars,7,classical/jacob_heringman/black_cow/7-bakfark_erravi_sicut_ovis_prima_pars.wav
classical,jacob_heringman,black_cow,bakfark_non_accedat_ad_te_malum_secunda_pars,13,classical/jacob_heringman/black_cow/13-bakfark_non_accedat_ad_te_malum_secunda_pars.wav
classical,jacob_heringman,black_cow,waissel_polish_dance,10,classical/jacob_heringman/black_cow/10-waissel_polish_dance.wav
classical,jacob_heringman,black_cow,waissel_polish_dance,16,classical/jacob_heringman/black_cow/16-waissel_polish_dance.wav
classical,jacob_heringman,black_cow,waissel_polish_dance,5,classical/jacob_heringman/black_cow/5-waissel_polish_dance.wav
classical,jacob_heringman,holburns_passion,almain_the_night_watch_bandora,16,classical/jacob_heringman/holburns_passion/16-almain_the_night_watch_(bandora).wav
classical,jacob_heringman,holburns_passion,french_toy_cittern,8,classical/jacob_heringman/holburns_passion/8-a_french_toy_(cittern).wav
classical,jacob_heringman,holburns_passion,galliard_muy_linda_lute,25,classical/jacob_heringman/holburns_passion/25-galliard_muy_linda_(lute).wav
classical,jacob_heringman,holburns_passion,galliard_to_the_same_lute,14,classical/jacob_heringman/holburns_passion/14-galliard_to_the_same_(lute).wav
classical,jacob_heringman,holburns_passion,miller_cittern,9,classical/jacob_heringman/holburns_passion/9-the_miller_(cittern).wav
classical,jacob_heringman,holburns_passion,pavan_sedet_sola_lute,19,classical/jacob_heringman/holburns_passion/19-pavan_sedet_sola_(lute).wav
classical,jacob_heringman,holburns_passion,toy_lute,27,classical/jacob_heringman/holburns_passion/27-a_toy_(lute).wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,besse_bell,16,classical/jacob_heringman/jane_pickeringe's_lute_book/16-besse_bell.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,de_sarabande,19,classical/jacob_heringman/jane_pickeringe's_lute_book/19-de_sarabande.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,galyard_by_mr_daniell_bachle,27,classical/jacob_heringman/jane_pickeringe's_lute_book/27-a_galyard_by_mr_daniell_bachle.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,mall_symes,11,classical/jacob_heringman/jane_pickeringe's_lute_book/11-mall_symes.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,pavin_by_rossetters,8,classical/jacob_heringman/jane_pickeringe's_lute_book/8-a_pavin_by_rossetters.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,toy,22,classical/jacob_heringman/jane_pickeringe's_lute_book/22-a_toy.wav
classical,jacob_heringman,jane_pickeringe_s_lute_book,toye,3,classical/jacob_heringman/jane_pickeringe's_lute_book/3-a_toye.wav
classical,jacob_heringman,josquin_des_prez_lute_settings,anon_part_ii_virtus_sancti_spiritus,2,classical/jacob_heringman/josquin_des_prez_lute_settings/2-anon_part_ii_virtus_sancti_spiritus.wav
classical,jacob_heringman,josquin_des_prez_lute_settings,capirola_qui_tollis_peccata_mundi,6,classical/jacob_heringman/josquin_des_prez_lute_settings/6-capirola_qui_tollis_peccata_mundi.wav
classical,jacob_heringman,josquin_des_prez_lute_settings,de_fuenllana_christe,13,classical/jacob_heringman/josquin_des_prez_lute_settings/13-de_fuenllana_christe.wav
classical,jacob_heringman,josquin_des_prez_lute_settings,gerle_en_l_ombre_d_ung_buysonnet,8,classical/jacob_heringman/josquin_des_prez_lute_settings/8-gerle_en_l'ombre_d'ung_buysonnet.wav
classical,jacob_heringman,josquin_des_prez_lute_settings,gintzler_pater_noster,19,classical/jacob_heringman/josquin_des_prez_lute_settings/19-gintzler_pater_noster.wav
classical,jacob_heringman,siena_lute_book,balletto_156_anon,23,classical/jacob_heringman/siena_lute_book/23-balletto_156_(anon).wav
classical,jacob_heringman,siena_lute_book,fantasia_25_anon,2,classical/jacob_heringman/siena_lute_book/2-fantasia_25_(anon).wav
classical,jacob_heringman,siena_lute_book,fantasia_42_severino,21,classical/jacob_heringman/siena_lute_book/21-fantasia_42_(severino).wav
classical,jacob_heringman,siena_lute_book,fantasia_98_anon,20,classical/jacob_heringman/siena_lute_book/20-fantasia_98_(anon).wav
classical,jacob_heringman,siena_lute_book,la_volunte_sandrin,18,classical/jacob_heringman/siena_lute_book/18-la_volunte_(sandrin).wav
classical,jacob_heringman,siena_lute_book,recercata_87_da_milano,6,classical/jacob_heringman/siena_lute_book/6-recercata_87_(da_milano).wav
classical,jacob_heringman,siena_lute_book,richerchare_130_da_milano,17,classical/jacob_heringman/siena_lute_book/17-richerchare_130_(da_milano).wav
classical,jacob_heringman,siena_lute_book,spagna_detta_lamire_secondo_modo_153_anon,14,classical/jacob_heringman/siena_lute_book/14-spagna_detta_lamire._secondo_modo._(153)_(anon).wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,dime_a_do_tienes_las_mientes,3,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/3-dime_a_do_tienes_las_mientes.wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,fantasia_del_primer_tono_4_co,20,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/20-fantasia_del_primer_tono_(4_co.wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,fantasia_del_segundo_tono,31,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/31-fantasia_(del_segundo_tono).wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,gallarda,11,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/11-gallarda.wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,nisi_dominos_edificaverit_domu,14,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/14-nisi_dominos_edificaverit_domu.wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,recuerde_el_alma_dormida,29,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/29-recuerde_el_alma_dormida.wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,tiento_del_segundo_tono,30,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/30-tiento_(del_segundo_tono).wav
classical,jacob_heringman_and_catherine,alonso_mudarra_songs_and_solos,ysabel_ysabel_perdiste_la_tu,32,classical/jacob_heringman_and_catherine/alonso_mudarra_songs_and_solos/32-ysabel_ysabel_perdiste_la_tu.wav
classical,jacob_heringman_and_catherine,luis_milan_el_maestro,fantasia_26,14,classical/jacob_heringman_and_catherine/luis_milan_el_maestro/14-fantasia_26.wav
classical,jacob_heringman_and_catherine,luis_milan_el_maestro,pavana_6,25,classical/jacob_heringman_and_catherine/luis_milan_el_maestro/25-pavana_6.wav
classical,jacob_heringman_and_catherine,luis_milan_el_maestro,soneta_nova_angeleta_sovra_l_ale_accorta,17,classical/jacob_heringman_and_catherine/luis_milan_el_maestro/17-soneta_nova_angeleta_sovra_l'ale_accorta.wav
classical,jacob_heringman_and_catherine,luis_milan_el_maestro,villancico_agora_viniesse_un_viento,7,classical/jacob_heringman_and_catherine/luis_milan_el_maestro/7-villancico_agora_viniesse_un_viento.wav
classical,jacob_heringman_and_catherine,luis_milan_el_maestro,villancico_levayme_amor_d_aquesta_terra,5,classical/jacob_heringman_and_catherine/luis_milan_el_maestro/5-villancico_levayme_amor_d'aquesta_terra.wav
